Time,BPM,GSR,EmotionState
14:59:33,89,391,Relax
14:59:33,84,394,Relax
14:59:34,84,387,Relax
14:59:35,84,391,Relax
14:59:35,85,379,Relax
14:59:36,84,377,Relax
14:59:37,84,371,Relax
14:59:38,82,381,Relax
14:59:38,82,380,Relax
14:59:39,83,382,Relax
14:59:40,83,370,Relax
14:59:41,83,360,Relax
14:59:41,81,370,Relax
14:59:42,79,364,Relax
14:59:43,78,372,Relax
14:59:44,79,368,Relax
14:59:44,80,371,Relax
14:59:45,81,367,Relax
14:59:46,81,361,Relax
14:59:47,80,364,Relax
14:59:47,81,360,Relax
14:59:48,81,364,Relax
14:59:49,82,356,Relax
14:59:49,85,360,Relax
14:59:50,85,363,Relax
14:59:51,85,353,Relax
14:59:51,84,358,Relax
14:59:52,84,361,Relax
14:59:53,85,352,Relax
14:59:53,86,346,Relax
14:59:54,86,357,Relax
14:59:55,87,344,Relax
14:59:55,88,340,Relax
14:59:56,90,338,Relax
14:59:57,91,346,Relax
14:59:57,91,349,Relax
14:59:58,91,354,Relax
14:59:59,92,361,Relax
14:59:59,93,350,Relax
15:00:00,92,365,Relax
15:00:01,92,360,Relax
15:00:01,92,359,Relax
15:00:02,91,363,Relax
15:00:03,90,358,Relax
15:00:03,90,364,Relax
15:00:04,90,354,Relax
15:00:05,91,348,Relax
15:00:05,92,357,Relax
15:00:06,92,343,Relax
15:00:06,96,339,Relax
15:00:06,103,347,Relax
15:00:07,103,347,Relax
15:00:08,103,349,Relax
15:00:08,102,359,Relax
15:00:09,103,344,Relax
15:00:10,105,346,Relax
15:00:10,105,348,Relax
15:00:11,106,353,Relax
15:00:11,106,352,Relax
15:00:12,101,350,Relax
15:00:13,95,344,Relax
15:00:13,95,336,Relax
15:00:14,96,349,Relax
15:00:14,101,339,Angry
15:00:15,108,339,Angry
15:00:15,108,331,Angry
15:00:16,109,320,Angry
15:00:16,109,320,Angry
15:00:17,110,323,Angry
15:00:17,112,331,Angry
15:00:18,114,332,Angry
15:00:19,115,333,Angry
15:00:19,115,319,Angry
15:00:20,116,320,Angry
15:00:20,116,333,Angry
15:00:20,114,337,Angry
15:00:21,113,331,Angry
15:00:22,111,328,Angry
15:00:22,110,321,Angry
15:00:23,110,325,Angry
15:00:23,110,331,Angry
15:00:24,111,339,Angry
15:00:25,110,337,Angry
15:00:25,105,334,Angry
15:00:26,100,333,Angry
15:00:26,104,328,Angry
15:00:26,111,342,Angry
15:00:27,113,347,Angry
15:00:28,114,365,Angry
15:00:28,120,352,Angry
15:00:28,128,359,Angry
15:00:29,127,364,Angry
15:00:29,125,366,Angry
15:00:30,122,361,Angry
15:00:31,122,351,Angry
15:00:31,115,353,Angry
15:00:32,109,348,Angry
15:00:32,114,351,Angry
15:00:32,121,359,Angry
15:00:33,115,367,Angry
15:00:33,113,355,Angry
15:00:34,122,362,Angry
15:00:34,125,357,Angry
15:00:35,124,353,Angry
15:00:36,121,361,Angry
15:00:36,119,365,Angry
15:00:37,115,367,Angry
15:00:38,109,372,Angry
15:00:38,106,366,Angry
15:00:38,112,380,Angry
15:00:39,107,372,Angry
15:00:40,101,383,Angry
15:00:40,100,365,Angry
15:00:41,101,380,Angry
15:00:41,103,406,Angry
15:00:42,105,447,Angry
15:00:43,106,409,Angry
15:00:43,105,412,Angry
15:00:44,100,419,Angry
15:00:45,93,456,Angry
15:00:45,93,507,Angry
15:00:46,92,500,Angry
15:00:47,92,505,Angry
15:00:47,96,492,Angry
15:00:47,102,501,Angry
15:00:48,102,499,Angry
15:00:49,103,502,Relax
15:00:49,109,489,Relax
15:00:49,118,503,Relax
15:00:50,120,504,Relax
15:00:50,122,506,Relax
15:00:51,121,508,Relax
15:00:52,116,495,Relax
15:00:53,104,506,Relax
15:00:54,95,507,Relax
15:00:54,94,510,Relax
15:00:55,94,502,Relax
15:00:56,90,513,Relax
15:00:56,85,501,Relax
15:00:57,85,506,Relax
15:00:57,84,503,Relax
15:00:58,84,503,Relax
15:00:59,84,507,Relax
15:01:00,87,515,Relax
15:01:00,89,516,Relax
15:01:01,88,507,Relax
15:01:02,87,509,Relax
15:01:02,86,509,Relax
15:01:03,84,504,Relax
15:01:04,83,518,Relax
15:01:05,83,509,Relax
15:01:05,84,505,Relax
15:01:06,84,512,Relax
15:01:07,82,510,Relax
15:01:08,80,508,Relax
15:01:09,79,514,Relax
15:01:09,79,520,Relax
15:01:10,80,508,Relax
15:01:11,80,511,Relax
15:01:11,81,512,Relax
15:01:12,80,513,Relax
15:01:13,80,519,Relax
15:01:14,80,507,Relax
15:01:14,82,515,Relax
15:01:15,84,514,Relax
15:01:16,86,916,Relax
15:01:16,85,518,Relax
15:01:17,84,516,Relax
15:01:18,83,519,Relax
15:01:19,84,520,Relax
15:01:19,85,525,Relax
15:01:20,86,518,Relax
15:01:20,86,513,Relax
15:01:21,85,517,Relax
15:01:22,83,513,Relax
15:01:23,82,509,Relax
15:01:24,82,520,Relax
15:01:24,83,523,Relax
15:01:25,84,523,Relax
15:01:26,84,528,Relax
15:01:26,82,526,Relax
15:01:27,80,527,Relax
15:01:28,79,531,Relax
15:01:29,79,530,Relax
15:01:29,81,514,Relax
15:01:30,81,525,Relax
15:01:31,81,522,Relax
15:01:32,80,523,Relax
15:01:33,78,517,Relax
15:01:33,78,523,Relax
15:01:34,78,522,Relax
15:01:35,80,522,Relax
15:01:35,82,527,Relax
15:01:36,82,524,Relax
15:01:37,81,525,Relax
15:01:38,80,522,Relax
15:01:38,79,526,Relax
15:01:39,79,524,Relax
15:01:40,80,527,Relax
15:01:41,81,527,Relax
15:01:41,81,530,Relax
15:01:42,81,522,Relax
15:01:43,80,521,Relax
15:01:44,79,526,Relax
15:01:44,80,524,Relax
15:01:45,81,522,Relax
15:01:46,83,522,Relax
15:01:46,83,517,Relax
15:01:47,83,517,Relax
15:01:48,82,514,Relax
15:01:49,82,513,Relax
15:01:49,83,518,Relax
15:01:50,84,518,Relax
15:01:51,84,517,Relax
15:01:51,83,522,Relax
15:01:52,82,521,Relax
15:01:53,82,522,Relax
15:01:54,83,523,Relax
15:01:54,84,523,Relax
15:01:55,85,526,Relax
15:01:56,84,527,Relax
15:01:57,83,523,Relax
15:01:57,82,524,Relax
15:01:58,82,526,Relax
15:01:59,83,467,Relax
15:01:59,84,526,Relax
15:02:00,84,525,Relax
15:02:01,83,529,Relax
15:02:01,83,521,Relax
15:02:02,82,523,Relax
15:02:03,82,526,Relax
15:02:04,83,531,Relax
15:02:04,84,527,Relax
15:02:05,84,523,Relax
15:02:06,84,527,Relax
15:02:07,83,525,Relax
15:02:07,84,457,Relax
15:02:08,85,515,Relax
15:02:08,86,510,Relax
15:02:09,87,520,Relax
15:02:10,84,487,Relax
15:02:11,83,519,Relax
15:02:12,83,452,Relax
15:02:12,84,456,Relax
15:02:13,87,499,Relax
15:02:13,93,515,Relax
15:02:14,92,523,Relax
15:02:14,91,471,Relax
15:02:15,90,481,Relax
15:02:16,90,519,Relax
15:02:17,92,516,Relax
15:02:17,93,522,Relax
15:02:18,92,514,Relax
15:02:19,92,513,Relax
15:02:19,88,526,Relax
15:02:20,84,516,Relax
15:02:21,86,522,Relax
15:02:21,87,514,Relax
15:02:22,88,504,Relax
15:02:23,83,502,Relax
15:02:24,81,491,Relax
15:02:25,80,495,Relax
15:02:26,79,476,Relax
15:02:26,81,483,Relax
15:02:29,229,501,Relax
15:02:30,213,503,Relax
15:02:30,210,448,Relax
15:02:30,204,494,Relax
15:02:31,200,497,Relax
15:02:31,195,507,Relax
15:02:31,196,502,Relax
15:02:32,184,507,Relax
15:02:33,160,500,Relax
15:02:33,141,506,Relax
15:02:34,126,512,Relax
15:02:35,118,508,Relax
15:02:36,110,506,Relax
15:02:36,104,507,Relax
15:02:37,98,506,Relax
15:02:38,93,507,Relax
15:02:38,86,506,Relax
15:02:39,81,517,Relax
15:02:40,81,509,Relax
15:02:41,82,517,Relax
15:02:41,83,506,Relax
15:02:42,84,514,Relax
15:02:43,84,513,Relax
15:02:43,83,515,Relax
15:02:44,82,513,Relax
15:02:45,82,510,Relax
15:02:46,82,514,Relax
15:02:46,84,508,Relax
15:02:47,86,509,Relax
15:02:48,86,509,Relax
15:02:48,85,505,Relax
15:02:49,85,508,Relax
15:02:50,85,505,Relax
15:02:50,85,506,Relax
15:02:51,85,507,Relax
15:02:52,86,512,Relax
15:02:52,86,512,Relax
15:02:53,85,512,Relax
15:02:54,84,510,Relax
15:02:55,83,507,Relax
15:02:55,84,513,Relax
15:02:56,85,503,Relax
15:02:56,90,491,Relax
15:02:57,96,505,Relax
15:02:57,96,506,Relax
15:02:58,95,506,Relax
15:02:59,94,504,Relax
15:03:00,94,503,Relax
15:03:00,94,506,Relax
15:03:01,96,508,Relax
15:03:02,96,506,Relax
15:03:02,95,503,Relax
15:03:03,91,490,Relax
15:03:04,85,489,Relax
15:03:04,86,496,Relax
15:03:05,87,486,Relax
15:03:06,90,494,Relax
15:03:06,92,493,Relax
15:03:07,94,499,Relax
15:03:07,99,485,Relax
15:03:07,106,497,Relax
15:03:08,108,502,Relax
15:03:08,115,480,Relax
15:03:08,123,500,Relax
15:03:09,121,492,Relax
15:03:10,118,489,Relax
15:03:11,116,476,Relax
15:03:11,114,488,Relax
15:03:12,116,476,Relax
15:03:12,118,488,Relax
15:03:13,111,498,Relax
15:03:13,109,497,Relax
15:03:14,102,491,Relax
15:03:15,96,494,Relax
15:03:15,96,494,Relax
15:03:16,98,495,Relax
15:03:17,98,489,Relax
15:03:17,98,484,Relax
15:03:18,94,490,Relax
15:03:19,88,483,Relax
15:03:20,86,486,Relax
15:03:20,85,486,Relax
15:03:21,86,492,Relax
15:03:22,87,495,Relax
15:03:22,87,498,Relax
15:03:23,86,497,Relax
15:03:24,85,497,Relax
15:03:25,84,500,Relax
15:03:25,84,486,Relax
15:03:26,85,489,Relax
15:03:27,87,494,Relax
15:03:27,87,497,Relax
15:03:28,87,485,Relax
15:03:29,86,489,Relax
15:03:29,86,492,Relax
15:03:30,87,493,Relax
15:03:31,88,492,Relax
15:03:31,89,480,Relax
15:03:32,87,486,Relax
15:03:33,86,488,Relax
15:03:34,86,480,Relax
15:03:34,84,487,Relax
15:03:35,84,496,Relax
15:03:36,85,491,Relax
15:03:36,86,483,Relax
15:03:37,86,492,Relax
15:03:37,86,483,Relax
15:03:38,86,489,Relax
15:03:39,87,489,Relax
15:03:40,89,424,Relax
15:03:40,89,479,Relax
15:03:41,92,477,Relax
15:03:41,93,477,Relax
15:03:42,93,476,Relax
15:03:43,93,479,Relax
15:03:43,92,486,Relax
15:03:44,92,480,Relax
15:03:45,92,485,Relax
15:03:45,93,495,Relax
15:03:46,93,489,Relax
15:03:47,93,489,Relax
15:03:47,92,487,Relax
15:03:48,90,496,Relax
15:03:49,89,496,Relax
15:03:49,89,500,Relax
15:03:50,89,491,Relax
15:03:51,89,497,Relax
15:03:51,88,495,Relax
15:03:52,88,499,Relax
15:03:53,87,499,Relax
15:03:54,87,504,Relax
15:03:54,86,499,Relax
15:03:55,86,498,Relax
15:03:56,84,499,Relax
15:03:57,83,506,Relax
15:03:57,82,505,Relax
15:03:58,82,503,Relax
15:03:59,81,504,Relax
15:03:59,81,503,Relax
15:04:00,81,507,Relax
15:04:01,81,505,Relax
15:04:02,81,501,Relax
15:04:02,82,497,Relax
15:04:03,83,490,Relax
15:04:04,83,495,Relax
15:04:05,82,499,Relax
15:04:05,83,505,Relax
15:04:06,84,488,Relax
15:04:07,84,487,Relax
15:04:07,84,480,Relax
15:04:08,85,475,Relax
15:04:09,85,487,Relax
15:04:09,85,479,Relax
15:04:10,85,494,Relax
15:04:11,86,489,Relax
15:04:12,85,491,Relax
15:04:12,85,490,Relax
15:04:13,84,483,Relax
15:04:14,84,487,Relax
15:04:14,84,485,Relax
15:04:15,84,487,Relax
15:04:16,84,489,Relax
15:04:16,83,486,Relax
15:04:17,84,481,Relax
15:04:18,85,475,Relax
15:04:19,86,482,Relax
15:04:19,86,481,Relax
15:04:20,85,489,Relax
15:04:21,84,487,Relax
15:04:22,83,482,Relax
15:04:22,83,489,Relax
15:04:23,84,486,Relax
15:04:24,84,485,Relax
15:04:24,83,481,Relax
15:04:25,82,475,Relax
15:04:26,81,482,Relax
15:04:27,81,489,Relax
15:04:27,83,488,Relax
15:04:28,84,480,Relax
15:04:29,84,486,Relax
15:04:29,83,478,Relax
15:04:30,82,475,Relax
15:04:31,82,470,Relax
15:04:32,82,467,Relax
15:04:32,83,463,Relax
15:04:33,84,465,Relax
15:04:34,83,469,Relax
15:04:35,82,477,Relax
15:04:35,82,472,Relax
15:04:36,82,462,Relax
15:04:37,83,467,Relax
15:04:37,84,460,Relax
15:04:38,84,461,Relax
15:04:39,83,455,Relax
15:04:40,83,451,Relax
15:04:40,82,450,Relax
15:04:41,83,457,Relax
15:04:42,84,462,Relax
15:04:42,84,453,Relax
15:04:43,84,448,Relax
15:04:44,83,457,Relax
15:04:45,83,461,Relax
15:04:45,83,465,Relax
15:04:46,84,461,Relax
15:04:47,85,459,Relax
15:04:47,85,460,Relax
15:04:48,84,462,Relax
15:04:49,84,459,Relax
15:04:49,85,466,Relax
15:04:50,85,467,Relax
15:04:51,85,467,Relax
15:04:52,84,466,Relax
15:04:52,82,464,Relax
15:04:53,82,468,Relax
15:04:54,82,459,Relax
15:04:55,82,462,Relax
15:04:55,82,461,Relax
15:04:56,81,463,Relax
15:04:57,81,464,Relax
15:04:57,81,465,Relax
15:04:58,81,467,Relax
15:04:59,82,473,Relax
15:05:00,83,468,Relax
15:05:00,82,468,Relax
15:05:01,83,468,Relax
15:05:02,83,470,Relax
15:05:02,84,461,Relax
15:05:03,85,470,Relax
15:05:04,85,473,Relax
15:05:05,85,918,Relax
15:05:05,85,468,Relax
15:05:06,85,474,Relax
15:05:07,85,470,Relax
15:05:07,86,464,Relax
15:05:08,85,470,Relax
15:05:09,85,471,Relax
15:05:09,84,468,Relax
15:05:10,84,474,Relax
15:05:11,83,473,Relax
15:05:12,83,473,Relax
15:05:12,83,472,Relax
15:05:13,83,469,Relax
15:05:14,82,479,Relax
15:05:15,81,477,Relax
15:05:15,81,480,Relax
15:05:16,81,478,Relax
15:05:17,81,475,Relax
15:05:17,84,463,Relax
15:05:18,89,465,Relax
15:05:18,90,480,Relax
15:05:19,90,478,Relax
15:05:20,90,479,Relax
15:05:21,90,475,Relax
15:05:21,90,475,Relax
15:05:22,88,477,Relax
15:05:23,89,470,Relax
15:05:24,89,474,Relax
15:05:24,87,478,Relax
15:05:25,83,477,Relax
15:05:26,82,478,Relax
15:05:26,81,473,Relax
15:05:27,81,471,Relax
15:05:28,82,466,Relax
15:05:29,83,474,Relax
15:05:29,84,473,Relax
15:05:30,84,472,Relax
15:05:31,83,469,Relax
15:05:31,82,457,Relax
15:05:32,83,438,Relax
15:05:33,84,424,Relax
15:05:33,85,418,Relax
15:05:34,85,417,Relax
15:05:35,84,412,Relax
15:05:36,81,416,Relax
15:05:37,80,411,Relax
15:05:37,80,413,Relax
15:05:38,80,409,Relax
15:05:39,82,407,Relax
15:05:40,80,409,Relax
15:05:40,79,414,Relax
15:05:41,79,419,Relax
15:05:42,80,418,Relax
15:05:42,80,413,Relax
15:05:43,82,420,Relax
15:05:44,83,420,Relax
15:05:45,84,421,Relax
15:05:45,83,422,Relax
15:05:46,82,424,Relax
15:05:47,83,428,Relax
15:05:48,82,422,Relax
15:05:48,81,423,Relax
15:05:49,81,413,Relax
15:05:50,81,421,Relax
15:05:51,81,425,Relax
15:05:51,81,425,Relax
15:05:52,81,425,Relax
15:05:53,80,424,Relax
15:05:53,81,428,Relax
15:05:54,81,432,Relax
15:05:55,81,433,Relax
15:05:56,81,429,Relax
15:05:56,80,428,Relax
15:05:57,80,432,Relax
15:05:58,80,429,Relax
15:05:59,81,431,Relax
15:05:59,82,441,Relax
15:06:00,83,415,Relax
15:06:01,82,426,Relax
15:06:01,83,436,Relax
15:06:02,84,449,Relax
15:06:03,86,464,Relax
15:06:03,88,457,Relax
15:06:04,89,471,Relax
15:06:05,89,455,Relax
15:06:05,89,461,Relax
15:06:06,89,465,Relax
15:06:07,90,461,Relax
15:06:07,96,454,Relax
15:06:07,103,463,Relax
15:06:08,103,464,Relax
15:06:08,105,455,Relax
15:06:09,105,458,Relax
15:06:10,106,454,Relax
15:06:10,106,453,Relax
15:06:11,106,462,Relax
15:06:12,107,449,Relax
15:06:12,106,457,Relax
15:06:13,100,458,Relax
15:06:14,93,454,Relax
15:06:14,97,451,Relax
15:06:14,101,457,Relax
15:06:15,99,460,Relax
15:06:16,98,463,Relax
15:06:16,98,455,Relax
15:06:17,99,458,Relax
15:06:18,98,461,Relax
15:06:18,97,463,Relax
15:06:19,97,463,Relax
15:06:20,97,451,Relax
15:06:20,93,463,Relax
15:06:21,88,467,Relax
15:06:22,87,464,Relax
15:06:23,86,463,Relax
15:06:23,85,440,Relax
15:06:24,85,447,Relax
15:06:25,85,455,Relax
15:06:25,86,445,Relax
15:06:26,86,444,Relax
15:06:27,84,440,Relax
15:06:28,82,447,Relax
15:06:28,81,452,Relax
15:06:29,81,453,Relax
15:06:30,81,447,Relax
15:06:31,79,452,Relax
15:06:32,77,456,Relax
15:06:33,76,456,Relax
15:06:33,75,455,Relax
15:06:34,75,458,Relax
15:06:35,76,459,Relax
15:06:36,76,454,Relax
15:06:37,74,460,Relax
15:06:37,73,456,Relax
15:06:38,74,455,Relax
15:06:39,75,457,Relax
15:06:40,75,462,Relax
15:06:41,74,465,Relax
15:06:41,73,460,Relax
15:06:42,73,462,Relax
15:06:43,73,462,Relax
15:06:44,75,459,Relax
15:06:44,76,436,Relax
15:06:45,75,434,Relax
15:06:46,75,444,Relax
15:06:47,74,444,Relax
15:06:48,76,457,Relax
15:06:48,77,457,Relax
15:06:49,78,458,Relax
15:06:50,78,447,Relax
15:06:51,77,462,Relax
15:06:51,77,460,Relax
15:06:52,78,453,Relax
15:06:53,81,447,Relax
15:06:53,82,917,Relax
15:06:54,82,450,Relax
15:06:55,81,446,Relax
15:06:56,81,443,Relax
15:06:56,81,446,Relax
15:06:57,82,442,Relax
15:06:58,80,434,Sad
15:06:59,82,438,Sad
15:07:00,72,447,Sad
15:07:02,67,452,Sad
15:07:02,66,454,Sad
15:07:03,67,453,Sad
15:07:04,67,453,Sad
15:07:05,67,454,Sad
15:07:05,67,450,Sad
15:07:06,68,445,Sad
15:07:07,68,441,Sad
15:07:08,66,423,Sad
15:07:08,73,420,Sad
15:07:09,80,403,Sad
15:07:10,81,399,Sad
15:07:10,83,393,Sad
15:07:11,85,385,Sad
15:07:12,85,381,Sad
15:07:13,83,386,Sad
15:07:13,82,384,Sad
15:07:14,84,386,Sad
15:07:15,85,377,Sad
15:07:15,85,379,Sad
15:07:16,85,375,Sad
15:07:17,83,379,Sad
15:07:18,81,381,Sad
15:07:18,80,379,Sad
15:07:19,79,384,Sad
15:07:20,80,356,Sad
15:07:21,79,375,Sad
15:07:22,75,362,Relax
15:07:23,75,372,Relax
15:07:25,64,372,Relax
15:07:26,60,347,Relax
15:07:27,59,348,Relax
15:07:28,58,345,Sad
15:07:29,59,339,Sad
15:07:29,62,341,Sad
15:07:29,65,344,Sad
15:07:30,67,353,Sad
15:07:30,71,356,Sad
15:07:31,71,355,Sad
15:07:32,84,351,Sad
15:07:33,91,338,Sad
15:07:33,96,335,Sad
15:07:34,99,330,Sad
15:07:35,97,323,Sad
15:07:35,92,317,Sad
15:07:36,86,322,Sad
15:07:37,84,332,Sad
15:07:37,86,335,Relax
15:07:38,90,339,Relax
15:07:38,89,345,Relax
15:07:39,90,346,Relax
15:07:40,91,322,Relax
15:07:40,93,334,Relax
15:07:41,93,327,Relax
15:07:42,94,317,Relax
15:07:42,95,321,Relax
15:07:43,96,332,Relax
15:07:44,91,333,Relax
15:07:45,87,335,Relax
15:07:45,88,347,Relax
15:07:46,88,344,Relax
15:07:47,87,344,Relax
15:07:47,86,343,Relax
15:07:48,84,337,Relax
15:07:49,83,340,Relax
15:07:50,83,346,Relax
15:07:50,84,336,Relax
15:07:51,84,326,Relax
15:07:52,84,332,Relax
15:07:52,83,336,Relax
15:07:53,82,341,Relax
15:07:54,83,342,Relax
15:07:55,83,341,Relax
15:07:55,83,333,Relax
15:07:56,83,335,Relax
15:07:57,83,337,Relax
15:07:57,84,340,Relax
15:07:58,84,340,Relax
15:07:59,83,336,Relax
15:07:59,87,328,Relax
15:08:00,92,333,Relax
15:08:01,91,343,Relax
15:08:01,91,345,Relax
15:08:02,90,345,Relax
15:08:03,91,339,Relax
15:08:03,90,342,Relax
15:08:04,89,343,Relax
15:08:05,89,341,Relax
15:08:05,90,329,Relax
15:08:06,91,314,Relax
15:08:06,92,326,Relax
15:08:07,93,332,Relax
15:08:08,92,340,Relax
15:08:08,91,346,Relax
15:08:09,91,336,Relax
15:08:10,92,341,Relax
15:08:11,92,332,Relax
15:08:11,92,331,Relax
15:08:12,91,330,Relax
15:08:13,86,344,Relax
15:08:13,84,332,Relax
15:08:14,90,345,Relax
15:08:14,91,343,Relax
15:08:15,92,347,Relax
15:08:16,92,352,Relax
15:08:16,91,341,Relax
15:08:17,90,332,Relax
15:08:18,91,339,Relax
15:08:19,92,344,Relax
15:08:19,93,338,Relax
15:08:20,89,346,Relax
15:08:21,84,346,Relax
15:08:21,84,339,Relax
15:08:22,84,345,Relax
15:08:23,84,339,Relax
15:08:23,85,339,Relax
15:08:24,85,342,Relax
15:08:25,85,345,Relax
15:08:26,85,338,Relax
15:08:26,85,344,Relax
15:08:27,85,345,Relax
15:08:28,86,345,Relax
15:08:28,85,338,Relax
15:08:29,85,345,Relax
15:08:30,85,347,Relax
15:08:30,86,348,Relax
15:08:31,86,350,Relax
15:08:32,86,349,Relax
15:08:33,86,348,Relax
15:08:33,86,346,Relax
15:08:34,85,342,Relax
15:08:35,85,354,Relax
15:08:36,84,349,Relax
15:08:36,84,349,Relax
15:08:37,84,346,Relax
15:08:38,83,349,Relax
15:08:38,84,348,Relax
15:08:39,85,347,Relax
15:08:40,85,331,Relax
15:08:40,85,325,Relax
15:08:41,85,329,Relax
15:08:42,86,332,Relax
15:08:42,90,320,Relax
15:08:42,96,337,Relax
15:08:43,96,333,Relax
15:08:44,95,334,Relax
15:08:45,95,334,Relax
15:08:45,99,319,Relax
15:08:45,106,326,Relax
15:08:46,107,327,Relax
15:08:47,109,327,Relax
15:08:47,110,333,Relax
15:08:48,106,334,Relax
15:08:48,99,337,Relax
15:08:49,99,334,Relax
15:08:50,99,337,Relax
15:08:51,98,334,Relax
15:08:51,93,332,Relax
15:08:52,87,334,Relax
15:08:53,87,334,Relax
15:08:53,85,331,Relax
15:08:54,84,338,Relax
15:08:55,83,339,Relax
15:08:56,84,341,Relax
15:08:56,85,336,Relax
15:08:57,89,331,Relax
15:08:57,96,341,Relax
15:08:58,96,339,Relax
15:08:58,96,334,Relax
15:08:59,94,335,Relax
15:09:00,95,341,Relax
15:09:00,97,345,Relax
15:09:01,97,333,Relax
15:09:02,96,333,Relax
15:09:03,94,343,Relax
15:09:03,89,340,Relax
15:09:04,84,340,Relax
15:09:05,84,339,Relax
15:09:05,84,344,Relax
15:09:06,85,345,Relax
15:09:07,84,349,Relax
15:09:08,83,342,Relax
15:09:08,83,337,Relax
15:09:09,83,344,Relax
15:09:10,84,339,Relax
15:09:10,84,344,Relax
15:09:11,85,351,Relax
15:09:12,85,345,Relax
15:09:12,85,348,Relax
15:09:13,86,347,Relax
15:09:14,87,344,Relax
15:09:14,87,343,Relax
15:09:15,87,341,Relax
15:09:16,87,345,Relax
15:09:17,87,347,Relax
15:09:17,87,347,Relax
15:09:18,86,347,Relax
15:09:19,86,341,Relax
15:09:19,85,347,Relax
15:09:20,85,345,Relax
15:09:21,85,337,Relax
15:09:21,86,338,Relax
15:09:22,86,340,Relax
15:09:23,85,342,Relax
15:09:24,85,339,Relax
15:09:24,86,337,Relax
15:09:25,86,345,Relax
15:09:26,86,345,Relax
15:09:26,85,343,Relax
15:09:27,85,341,Relax
15:09:28,85,339,Relax
15:09:29,85,341,Relax
15:09:29,84,344,Relax
15:09:30,84,346,Relax
15:09:31,84,344,Relax
15:09:31,85,346,Relax
15:09:32,85,348,Relax
15:09:33,86,350,Relax
15:09:33,87,342,Relax
15:09:34,86,353,Relax
15:09:35,86,351,Relax
15:09:35,86,352,Relax
15:09:36,87,356,Relax
15:09:37,87,353,Relax
15:09:38,87,353,Relax
15:09:38,86,353,Relax
15:09:39,86,355,Relax
15:09:40,86,355,Relax
15:09:40,86,349,Relax
15:09:41,86,358,Relax
15:09:42,86,357,Relax
15:09:42,86,355,Relax
15:09:43,86,358,Relax
15:09:44,86,359,Relax
15:09:45,85,356,Relax
15:09:45,85,350,Relax
15:09:46,85,348,Relax
15:09:47,85,357,Relax
15:09:47,85,351,Relax
15:09:48,85,356,Relax
15:09:49,85,360,Relax
15:09:49,84,356,Relax
15:09:50,85,351,Relax
15:09:51,86,360,Relax
15:09:51,86,358,Relax
15:09:52,86,357,Relax
15:09:53,85,354,Relax
15:09:54,86,351,Relax
15:09:54,86,355,Relax
15:09:55,87,356,Relax
15:09:56,86,355,Relax
15:09:56,85,356,Relax
15:09:57,84,359,Relax
15:09:58,84,356,Relax
15:09:59,84,358,Relax
15:09:59,85,353,Relax
15:10:00,84,362,Relax
15:10:00,87,346,Relax
15:10:01,92,356,Relax
15:10:01,91,356,Relax
15:10:02,92,356,Relax
15:10:03,93,356,Relax
15:10:04,94,355,Relax
15:10:04,94,350,Relax
15:10:05,92,358,Relax
15:10:06,91,355,Relax
15:10:06,95,344,Relax
15:10:07,98,356,Relax
15:10:07,92,355,Relax
15:10:08,92,356,Relax
15:10:09,91,352,Relax
15:10:09,90,349,Relax
15:10:10,91,353,Relax
15:10:11,92,348,Relax
15:10:12,92,344,Relax
15:10:12,92,335,Relax
15:10:13,88,335,Relax
15:10:14,82,342,Relax
15:10:15,81,345,Relax
15:10:15,81,345,Relax
15:10:16,81,342,Relax
15:10:17,81,346,Relax
15:10:18,80,345,Relax
15:10:18,79,345,Relax
15:10:19,79,341,Relax
15:10:20,79,343,Relax
15:10:21,79,343,Relax
15:10:21,80,344,Relax
15:10:22,84,336,Relax
15:10:22,89,344,Relax
15:10:23,90,349,Relax
15:10:23,92,347,Relax
15:10:24,94,346,Relax
15:10:25,95,343,Relax
15:10:26,93,344,Relax
15:10:26,91,336,Relax
15:10:27,91,342,Relax
15:10:28,90,343,Relax
15:10:29,86,334,Relax
15:10:29,80,338,Relax
15:10:30,80,341,Relax
15:10:31,80,339,Relax
15:10:31,80,335,Relax
15:10:32,80,337,Relax
15:10:33,80,338,Relax
15:10:34,81,336,Relax
15:10:34,82,338,Relax
15:10:35,83,339,Relax
15:10:36,83,338,Relax
15:10:37,83,337,Relax
15:10:37,82,339,Relax
15:10:38,81,340,Relax
15:10:39,81,343,Relax
15:10:40,80,340,Relax
15:10:40,80,340,Relax
15:10:41,81,336,Relax
15:10:42,80,341,Relax
15:10:43,80,336,Relax
15:10:43,81,341,Relax
15:10:44,81,342,Relax
15:10:45,81,339,Relax
15:10:46,81,340,Relax
15:10:46,80,340,Relax
15:10:47,81,342,Relax
15:10:48,82,334,Relax
15:10:48,83,339,Relax
15:10:49,82,340,Relax
15:10:50,82,337,Relax
15:10:51,82,341,Relax
15:10:51,82,341,Relax
15:10:52,82,342,Relax
15:10:53,82,343,Relax
15:10:54,82,337,Relax
15:10:54,81,341,Relax
15:10:55,81,345,Relax
15:10:56,82,343,Relax
15:10:56,82,346,Relax
15:10:57,82,343,Relax
15:10:58,82,341,Relax
15:10:59,82,344,Relax
15:10:59,83,338,Relax
15:11:00,88,334,Relax
15:11:00,94,344,Relax
